Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
0.769,-0.649,-0.001116064453125,0.1024763460026409,0.10247992157575,0.0642575369984724,1.5924614700775352,7.503908943095539,-91.82258362301968,0
1.035,-0.613,-0.002034619140625,0.1032710115379195,0.103288531560639,0.0761562612394532,2.049281061319115,10.020473564312104,-50.76553616266019,0
0.742,-0.911,-0.00087021484375,0.1028156287718682,0.1028168012968029,-0.0632604039955416,2.7247564270647056,7.216719355604701,-118.15105434623068,0
0.696,-0.818,-0.000872216796875,0.1038895747040197,0.1038906997292557,0.0528007705055918,1.4178376517486075,6.69934846732008,-119.11109726558568,0
0.708,-0.737,-0.00116884765625,0.1011969539255167,0.1012012334333801,-0.0098851145473179,1.2001850140422334,6.995962163505348,-86.58205617493631,0
0.654,-0.723,-0.001185205078125,0.0995934272449001,0.0995980478853783,0.0475632683588239,1.233204275334515,6.566393758566942,-84.03444241307417,0
0.933,-0.615,-0.0022097167968749,0.1029344721425683,0.1029556751467439,0.0755549147543112,1.4314318866239777,9.062152219099955,-46.59224896708247,0
0.608,-0.664,-0.0017083007812499,0.0991823773224356,0.099194666860642,-0.027270362230667,1.0611716971161576,6.129361781658842,-58.06627729108639,0
0.586,-0.664,-0.0015099121093749,0.1011824417441222,0.1011912370468813,0.0422611337243592,1.129001869636709,5.791015280587088,-67.01796509782783,0
0.601,-0.498,-0.0024576171875,0.0984893458117457,0.09851759985134,0.0532836467780327,1.0162541271696153,6.1004328252707145,-40.08663365166184,0
0.586,-0.566,-0.001836572265625,0.1004396313087956,0.1004539693151638,-0.0179756527043446,1.1971879219686272,5.833517620010477,-54.696442495269046,0
0.659,-0.835,-0.001649462890625,0.10168595442112,0.1016968493608424,-0.0997427362019639,2.220295179442595,6.480043424567908,-61.65452399011436,0
0.667,-0.605,-0.0020966796875,0.1007791591384697,0.100798507243411,0.0891385413788598,1.4030852443613684,6.6171614862242905,-48.07530107929807,0
0.737,-0.718,-0.0025177734375,0.1014574156208195,0.1014861751668669,-0.017558650797561,1.9090754892715456,7.262072876312463,-40.307906047192525,0
0.574,-0.706,-0.001227001953125,0.1006828979186317,0.1006879163263428,0.0480358028251541,1.2768835793060065,5.700783380396808,-82.06011088238697,0
0.95,-0.762,-0.001203173828125,0.1012761960859142,0.1012808703421609,0.0779910808381723,2.111678718361433,9.379856203748831,-84.17808630361823,0
0.229,-0.237,-0.0030429199218749,0.055187672066079,0.0552701528396826,-0.0021982557123802,0.0723509237754695,4.143285086694815,-18.16352525163594,0
0.217,-0.244,-0.003332080078125,0.0558630130806614,0.055960938263472,-0.0018687849066052,0.2159618103073577,3.877704819356912,-16.79459585345916,0
0.256,-0.244,-0.003249365234375,0.0564126389549922,0.0565047681028723,0.007489362583989,0.1646278859792578,4.530591109301213,-17.389478875784405,0
0.212,-0.337,-0.00324775390625,0.0545205860771918,0.0546159049207508,-0.0464187854623504,0.2487061460162305,3.881653161430129,-16.816515812866133,0
0.22,-0.259,-0.002928271484375,0.0544323200518263,0.054509701598517,-0.0003660007532512,0.0930881875187168,4.035978799157196,-18.61497538372929,0
0.264,-0.244,-0.002785498046875,0.0563406114616624,0.0564080535549612,-0.0046546024575186,0.1046238916562609,4.680182764022718,-20.250616803786457,0
0.229,-0.237,-0.00332158203125,0.0557017232216292,0.0557993134268357,-0.0090481320998055,0.1690375880156054,4.103993148594304,-16.79901712553429,0
0.261,-0.239,-0.0034055175781249,0.0540505788164182,0.0541564397897713,-0.0432726723560963,0.1248721799159064,4.819371454496827,-15.902557701548735,0
0.229,-0.286,-0.002831982421875,0.0561972326198043,0.0562671740275524,-0.0270751674900488,0.0927510308185999,4.0698685149509215,-19.868475733793247,0
0.266,-0.264,-0.002856396484375,0.0561655812862273,0.0562367983640105,-0.0263040003713212,0.0923860500491535,4.729998999555961,-19.68802253876024,0
0.266,-0.266,-0.002699560546875,0.0564474549598661,0.0565105938457283,0.0150910649427769,0.1883355265346225,4.707082015916682,-20.93325667807111,0
0.2,-0.242,-0.0031944335937499,0.0553674150579491,0.0554581407107536,-0.0005592576702121,0.0780637348041981,3.60632357011599,-17.360868236315532,0
0.3,-0.229,-0.00334443359375,0.0555452200161753,0.0556444611321513,-0.0044165208687272,0.1905892498059329,5.391372185050422,-16.637932723836528,0
0.217,-0.251,-0.0031879882812499,0.055777333264112,0.0558670051606939,-0.0394462665628854,0.1211870177051044,3.8842246756529857,-17.52421910998639,0
0.225,-0.271,-0.00245458984375,0.055226353165114,0.0552795276017713,-0.0152996265967001,0.1436835300933947,4.070222915450353,-22.520881744266504,0
0.215,-0.276,-0.002854638671875,0.0552564111498308,0.0553287524674953,0.0016112593139534,0.0404967930443853,3.885863866645259,-19.38205104996844,0
0.286,-0.242,-0.00255341796875,0.0547388392507796,0.0547970269280756,0.0418441960787085,0.174449438759539,5.21926126348774,-21.46026525962806,0
0.217,-0.21,-0.0031750976562499,0.0543537927549245,0.0544451262955992,-0.0382358645606805,0.0235830343844627,3.98566437006392,-17.147543852210994,0
0.259,-0.303,-0.003003466796875,0.0550100465163253,0.0550906368767359,-0.0471404257626445,0.1791294714824269,4.701343362203396,-18.342349225919776,0
0.247,-0.281,-0.0031281738281249,0.0552574725980899,0.0553445991782678,0.018425924477317,0.1180735832337882,4.46294676747771,-17.692302991819645,0
0.247,-0.234,-0.00299072265625,0.0546080012662993,0.0546885053479019,-0.0189104926155178,0.0471641009286316,4.516488399686641,-18.286050441225008,0
